Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude
4000,500,60,2,1,0,1,0,0,0,0,Campo Belo/São Paulo,rent,apartment,-23.6204139,-46.6765973
10000,3200,280,4,4,3,3,0,0,0,0,Campo Belo/São Paulo,rent,apartment,-23.6152626,-46.6779016
1200,700,70,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.669609,-46.6850769
3100,800,92,3,2,1,2,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6638806,-46.6845065
4200,1000,132,3,2,1,3,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6061213,-46.6350447
1600,400,47,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6913886,-46.676797
2700,0,80,3,2,1,1,0,1,1,0,Campo Grande/São Paulo,rent,apartment,-23.66457,-46.6885363
3000,1000,89,3,2,1,1,0,1,1,0,Campo Grande/São Paulo,rent,apartment,-23.6662906,-46.6813791
1400,660,62,3,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6772828,-46.6838949
7000,1000,149,3,4,3,2,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6666773,-46.6946648
4500,1200,134,3,5,3,2,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6735051,-46.6968551
5300,1345,163,3,4,3,3,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6793291,-46.6919327
1100,560,70,3,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6642025,-46.689991
6500,1750,184,4,4,3,4,0,1,0,0,Campo Grande/São Paulo,rent,apartment,-23.663525,-46.6846773
3100,650,95,3,2,1,2,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6586595,-46.69276
2000,721,87,3,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.664932251,-46.6898231506
1000,606,62,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.675736,-46.6701661
9000,2000,266,4,5,4,4,1,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.670116,-46.696669
1050,750,58,2,3,2,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6647535,-46.6900571
5300,1345,163,3,4,3,3,0,1,1,0,Campo Grande/São Paulo,rent,apartment,-23.6793291,-46.6919327
1800,803,81,3,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6601623,-46.6895859
12000,4174,236,4,5,4,3,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6607298,-46.6949797
1800,573,65,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.663017,-46.6927026
14000,1900,289,5,5,4,4,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6574761,-46.6913557
1176,424,54,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6788575,-46.6708452
1500,580,60,2,1,0,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6823033,-46.680218
1150,350,48,2,1,0,1,1,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6866275,-46.6859157
2000,0,58,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6812626,-46.6809749
1650,540,60,3,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6665408,-46.6904932
1297,750,75,3,2,1,2,0,1,1,0,Campo Grande/São Paulo,rent,apartment,-23.6907854,-46.6767873
1700,620,75,2,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6663858,-46.6814288
1905,394,62,2,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6874369,-46.6874468
1300,600,62,2,1,0,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6717402,-46.6864269
1360,812,70,3,1,0,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.667048,-46.6801071
2043,656,72,3,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6637781,-46.6917069
1500,605,72,3,2,1,1,0,1,1,0,Campo Grande/São Paulo,rent,apartment,-23.6664204,-46.6814546
2850,0,81,3,2,1,2,0,0,0,0,Campo Grande/São Paulo,rent,apartment,0.0,0.0
1460,800,84,3,2,1,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6658673,-46.6810482
2500,753,127,4,2,1,2,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6704221,-46.6903682
1600,790,75,3,2,1,2,0,1,1,0,Campo Grande/São Paulo,rent,apartment,-23.6693145,-46.6766318
2350,596,81,3,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,0.0,0.0
1330,670,61,3,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6772864,-46.6836875
4500,1200,134,3,4,3,2,0,0,1,0,Campo Grande/São Paulo,rent,apartment,0.0,0.0
1700,360,60,3,1,0,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.6665408,-46.6904932
1000,330,52,2,1,0,1,0,0,0,0,Campo Limpo/São Paulo,rent,apartment,-23.6321755,-46.7588824
1000,430,47,2,1,0,1,0,0,0,0,Campo Limpo/São Paulo,rent,apartment,-23.6412494,-46.7709358
1100,420,53,1,2,1,1,0,0,0,0,Campo Limpo/São Paulo,rent,apartment,-23.6173771,-46.756258
1200,298,52,2,1,0,1,0,0,0,0,Campo Limpo/São Paulo,rent,apartment,-23.5053909,-46.6227832
1000,329,45,2,1,0,1,0,0,0,0,Campo Limpo/São Paulo,rent,apartment,-23.6301215,-46.7595685
1300,298,52,2,1,0,1,0,0,0,0,Campo Limpo/São Paulo,rent,apartment,-23.6291189,-46.7689261
1100,400,38,2,1,0,1,0,0,0,0,Capão Redondo/São Paulo,rent,apartment,-23.6733445,-46.7597601
900,320,39,2,1,0,1,0,0,0,0,Capão Redondo/São Paulo,rent,apartment,-23.6744916,-46.7597695
1600,670,70,3,1,0,2,0,0,0,0,Cidade Ademar/São Paulo,rent,apartment,-23.6597537,-46.6723435
1115,863,61,2,2,1,2,0,0,1,0,Cidade Ademar/São Paulo,rent,apartment,-23.6776758,-46.6705682
950,341,45,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,rent,apartment,-23.6738186,-46.656567
1509,750,85,3,2,1,2,0,1,1,0,Cidade Ademar/São Paulo,rent,apartment,-23.6774631,-46.6731975
1400,394,47,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,rent,apartment,-23.6762025,-46.6430358
1400,835,64,2,1,0,1,0,0,1,0,Cidade Ademar/São Paulo,rent,apartment,-23.6625175,-46.664495
1000,946,62,2,1,0,2,0,0,1,0,Cidade Ademar/São Paulo,rent,apartment,-23.6578133,-46.6686479
1739,731,75,3,1,0,1,0,0,1,0,Cidade Ademar/São Paulo,rent,apartment,-23.6654438,-46.6591798
1100,600,56,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,rent,apartment,-23.6693357,-46.6623532
1400,528,60,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,rent,apartment,-23.6661671,-46.6600748
4500,1200,185,4,5,3,2,0,0,1,0,Cidade Dutra/São Paulo,rent,apartment,-23.7142218,-46.7046755
1300,240,65,2,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,rent,apartment,-23.7360872,-46.6991266
4800,1300,185,3,4,3,2,0,0,1,0,Cidade Dutra/São Paulo,rent,apartment,0.0,0.0
3500,1007,93,3,2,1,2,0,0,1,0,Cursino/São Paulo,rent,apartment,-23.625643,-46.622733
3500,1007,93,3,2,1,2,0,0,1,0,Cursino/São Paulo,rent,apartment,-23.6220451,-46.6222127
1800,500,75,3,1,0,1,1,0,1,0,Cursino/São Paulo,rent,apartment,-23.6190174,-46.6025035
6500,2263,250,4,5,4,4,0,0,1,0,Cursino/São Paulo,rent,apartment,-23.6245744,-46.6203063
2200,435,62,2,2,1,2,0,0,1,0,Cursino/São Paulo,rent,apartment,-23.6208553,-46.617002
900,540,55,2,1,0,1,0,0,0,0,Cursino/São Paulo,rent,apartment,-23.6552249,-46.6090174
2300,837,93,3,3,1,2,0,0,0,0,Cursino/São Paulo,rent,apartment,-23.610568,-46.6177519
2000,0,56,2,1,0,1,1,0,0,0,Cursino/São Paulo,rent,apartment,-23.6258578,-46.617882
1900,611,60,2,1,0,1,0,0,1,0,Cursino/São Paulo,rent,apartment,0.0,0.0
8000,1701,213,3,4,3,3,1,1,1,0,Ipiranga/São Paulo,rent,apartment,-23.5920622,-46.6077553
1400,100,80,2,1,0,0,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5940339,-46.6046576
2200,751,110,3,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,0.0,0.0
1600,561,75,2,2,0,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5803625,-46.6132763
1050,0,51,1,1,0,0,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5739417,-46.6075308
2500,1550,110,3,4,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5862175,-46.6157056
2400,600,74,3,2,1,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5843994,-46.6052552
2300,490,60,2,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5894583,-46.6069747
1500,775,56,2,1,0,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5782016,-46.616857
8000,1600,240,4,5,4,4,1,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.577067,-46.6049459
1700,450,52,2,1,0,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5957527161,-46.6054077148
2500,530,70,2,1,0,0,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5912094116,-46.6051483154
2000,650,65,2,2,1,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.6010437012,-46.6089553833
5000,720,142,4,4,3,4,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5903625488,-46.6059379578
4200,900,140,3,3,2,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5777301788,-46.6061439514
2500,1500,206,3,3,2,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5818865,-46.6067777
4500,940,104,2,2,1,2,0,1,1,0,Ipiranga/São Paulo,rent,apartment,-23.6060204,-46.6208743
1750,785,64,3,1,0,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5777346,-46.6037751
1600,450,42,1,1,0,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5943660736,-46.606716156
1600,400,38,1,1,0,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5948123932,-46.6065826416
2500,720,70,3,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5956306458,-46.6069412231
4000,950,125,4,4,3,3,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5913887024,-46.6077766418
4300,900,143,3,4,3,3,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5963878632,-46.6072692871
2500,830,70,3,2,1,3,0,1,0,0,Ipiranga/São Paulo,rent,apartment,-23.5744241,-46.6134741
3500,618,94,3,3,1,2,1,0,1,0,Ipiranga/São Paulo,rent,apartment,0.0,0.0
4600,0,146,4,3,2,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5843276978,-46.6026000977
7800,0,213,4,3,2,3,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5915279388,-46.6079063416
1800,300,45,1,1,0,0,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5876259,-46.5996527
2000,300,45,1,2,1,1,0,1,1,0,Ipiranga/São Paulo,rent,apartment,-23.5876259,-46.5996527
1400,535,82,2,1,0,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,0.0,0.0
2500,1600,130,3,4,3,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5968386,-46.6032881
5500,1400,140,3,4,3,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5933942,-46.6069907
1100,0,50,1,1,0,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5888982,-46.6005037
1100,0,50,1,1,0,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5888801,-46.6004889
5300,1068,146,3,1,3,3,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5836864,-46.6031649
2550,805,101,3,2,1,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5795406,-46.6019011
3800,1653,164,4,2,1,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,0.0,0.0
2300,0,84,2,2,1,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5782642365,-46.6049499512
1700,450,38,1,1,0,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5947957,-46.6067059
6000,1600,190,3,4,3,2,1,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.576713,-46.603914
4500,750,111,3,2,1,2,1,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5836864,-46.6031649
1700,467,60,2,2,1,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5878349,-46.5996256
4900,1100,137,3,4,3,3,0,1,1,0,Ipiranga/São Paulo,rent,apartment,0.0,0.0
2500,631,55,2,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.6027142,-46.6195405
1950,620,85,2,1,0,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5889978,-46.6073517
3200,852,90,3,2,1,2,0,1,0,0,Ipiranga/São Paulo,rent,apartment,-23.606227,-46.6219427
1300,470,37,1,1,0,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5962366,-46.6064777
4500,825,142,3,4,3,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5933942,-46.6069907
2000,530,62,2,1,0,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5831526,-46.6050139
2600,500,72,2,2,1,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5741024017,-46.6053390503
3300,795,101,3,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5947132111,-46.6123161316
2000,620,60,2,2,1,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5854034424,-46.6034355164
2500,600,74,3,2,1,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5843994,-46.6052552
1950,620,85,2,1,0,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5889978,-46.6073517
3000,0,130,3,4,3,3,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.592382431,-46.6035842896
3200,0,95,2,2,1,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5741024017,-46.6053390503
4200,0,133,4,3,2,3,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5915473,-46.6031624
2800,730,60,2,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5806428,-46.6061465
2800,730,60,2,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5806428,-46.6061465
1700,530,40,1,1,0,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5950861,-46.6066247
3800,580,103,4,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.610001,-46.6133897
4800,941,146,4,4,3,2,1,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5836864,-46.6031649
2400,450,67,2,2,1,1,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.6013183594,-46.621887207
6000,1200,180,3,4,3,3,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.6001605988,-46.610118866
1950,450,49,1,2,1,1,1,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5002428,-46.6276118
2200,0,69,3,2,1,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5976694,-46.599341
4500,0,127,4,3,2,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5943543,-46.6028986
3500,0,117,4,2,1,3,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5982818604,-46.603843689
5500,0,168,4,3,2,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5949611664,-46.6189422607
6000,0,192,4,3,2,3,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5767119,-46.6042764
4700,1700,324,3,4,3,0,0,0,0,0,Ipiranga/São Paulo,rent,apartment,0.0,0.0
4500,824,142,3,4,3,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5933942,-46.6069907
2500,580,60,2,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5956402,-46.6070415
3500,700,120,3,2,1,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5864411,-46.6048081
2800,730,60,2,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5806428,-46.6061465
2140,942,78,3,2,1,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5886365,-46.6026748
6000,950,102,2,1,0,1,1,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5859551,-46.680066
20000,4690,540,4,3,2,4,1,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5851551,-46.6866078
23000,4900,292,4,1,0,5,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5781782,-46.6720848
12000,2300,166,3,4,3,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.578574,-46.6734439
2300,765,50,1,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5831674,-46.680041
1900,744,65,2,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5838148,-46.6771736
11500,1734,123,2,3,2,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5874123,-46.6733154
2200,656,49,1,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5835092,-46.6738986
15338,1850,158,3,4,3,3,1,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.587716,-46.678272
7500,1250,109,2,2,1,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5854325,-46.674382
3600,750,36,1,2,1,1,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5710762,-46.6928219
35000,0,315,3,4,3,4,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5858164,-46.6826257
2600,804,45,1,1,0,1,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.593873,-46.6779931
15000,2175,98,2,3,2,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5838377,-46.6853727
20000,5030,540,4,3,2,4,1,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5848048,-46.6865461
6000,2605,178,3,2,1,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5796168,-46.6743139
8000,600,92,2,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,0.0,0.0
7000,790,55,1,2,1,1,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5887472,-46.6755946
13000,1500,101,2,3,2,2,1,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5886849,-46.6832858
5900,1460,62,1,2,1,2,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5880461,-46.6795067
12000,4000,247,3,4,3,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5810888,-46.6713368
13000,2200,168,3,4,3,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.588874,-46.6728239
7500,2500,210,3,2,1,2,1,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5857357,-46.6732501
2500,536,40,1,1,0,1,0,1,0,0,Itaim Bibi/São Paulo,rent,apartment,0.0,0.0
13993,2400,360,4,5,4,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5833997,-46.6748732
14983,2100,350,3,4,3,3,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5824647,-46.6756288
12500,4000,250,3,4,3,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5810888,-46.6713368
6000,1372,60,1,2,1,2,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5883186,-46.6795526
12000,4000,245,4,5,4,3,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5810888,-46.6713368
5000,1350,55,2,1,0,1,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5955346,-46.6787055
5500,2000,36,1,2,1,1,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5943048,-46.6811013
4100,1696,110,3,4,3,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5835863,-46.6736501
2000,0,33,1,2,1,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5778116,-46.6706214
4000,1150,90,2,1,0,2,0,1,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5853091,-46.6803135
12000,2300,168,3,4,3,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.578574,-46.6734439
40000,4000,343,4,5,4,3,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.588876,-46.6830232
7000,1230,84,2,3,2,2,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5917572,-46.6837781
7000,1250,73,1,2,1,2,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5888121,-46.6790165
2600,883,70,1,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.58766,-46.6786648
2950,1000,62,1,2,1,1,0,1,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.58766,-46.6786648
5500,885,102,2,2,1,2,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5814979,-46.6783123
36000,5990,280,2,3,2,4,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5886472,-46.6742428
12000,2520,180,4,4,3,2,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.578574,-46.6734439
7500,790,54,1,2,1,1,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5917572,-46.6837781
12500,2100,106,1,2,1,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5827954,-46.6714386
10000,1233,130,2,3,2,2,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5917602,-46.6754322
13000,2100,210,3,2,1,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5825262,-46.6729807
4500,2800,107,3,3,1,2,1,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5829374,-46.6721967
8000,1780,76,1,2,1,2,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,0.0,0.0
4300,1200,100,2,2,1,1,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,0.0,0.0
4200,922,97,3,2,1,1,1,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.581686,-46.6733655
8300,1500,98,2,3,2,2,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5849423,-46.6785498
10000,1858,133,3,3,2,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.587309,-46.6803628
4600,1400,130,3,2,1,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5784898,-46.6739043
3100,700,50,1,2,1,1,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,0.0,0.0
2900,700,48,1,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5002428,-46.6276118
7500,1600,96,2,3,2,2,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5848668,-46.6787417
12000,1985,226,3,3,2,2,1,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5822897,-46.6759427
6000,1383,61,1,2,1,2,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5883186,-46.6795526
6500,1072,85,2,2,1,1,0,1,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5798415,-46.6761284
6400,2019,42,1,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5943048,-46.6811013
6400,2019,42,1,1,0,1,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5943048,-46.6811013
8200,1842,42,1,1,0,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5943048,-46.6811013
8200,1842,42,1,1,0,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5943048,-46.6811013
10500,2278,90,1,2,1,2,0,1,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5944615,-46.6819371
12000,4300,180,3,4,3,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.589188,-46.6852163
5000,800,60,1,2,1,1,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5917572,-46.6837781
15000,1500,138,1,2,1,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5867625,-46.6799476
7500,4019,272,4,4,3,3,0,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5784349,-46.6725702
15000,2100,180,2,3,2,3,0,1,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.5791663,-46.6754039
10000,1858,133,3,2,1,3,0,1,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.587309,-46.6803628
3200,384,92,2,1,0,1,1,0,0,0,Itaim Bibi/São Paulo,rent,apartment,-23.583403,-46.676173
3500,1093,62,1,1,0,1,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.582698,-46.6771571
1500,0,144,1,2,1,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6557135,-46.6363298
1200,0,44,1,2,1,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6557135,-46.6363298
1250,0,65,2,2,1,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6557135,-46.6363298
1600,470,48,1,1,0,1,0,1,0,0,Jabaquara/São Paulo,rent,apartment,0.0,0.0
1600,439,67,2,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6354929,-46.6440026
1100,270,44,1,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6557135,-46.6363298
1200,750,42,1,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6434062,-46.6431702
1200,700,42,1,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6434062,-46.6431702
1200,700,42,1,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6434062,-46.6431702
3000,585,85,2,2,1,1,0,0,1,0,Jabaquara/São Paulo,rent,apartment,-34.6251236,-58.3643522
1600,610,64,3,1,0,1,0,0,1,0,Jabaquara/São Paulo,rent,apartment,-23.6501971,-46.6497748
1200,275,44,1,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6557135,-46.6363298
1500,590,142,2,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,0.0,0.0
3400,1000,114,3,2,1,2,0,1,1,0,Jabaquara/São Paulo,rent,apartment,-23.6497398,-46.6498291
1750,1400,67,3,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6516953,-46.6466296
1250,1029,67,2,2,1,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6488155,-46.6447907
1100,270,44,1,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6557135,-46.6363298
1400,600,144,2,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6557135,-46.6363298
2000,550,55,2,1,0,1,0,0,1,0,Jabaquara/São Paulo,rent,apartment,0.0,0.0
